1154,TES,TES-6,Amravati,0 1597.0,0,1597.0,0 427.0 0,427.0,6938,7365.0,0 31.5 0,31.5,0 10.6 0,10.6,0,42.1,0,42.1
1155,WF,WF-(A),Satara,0 2469.0,0,2469.0,0 982.0 0,982.0,327,1309.0,0 15.5 0,15.5,0 0.0 0,0,0,15.5,0,15.5
1156,WF,WF-(B),Satara,0 1926.0,0,1926.0,0 527.0 0,527.0,352,879.0,0 8.1 0,8.1,0 0.0 0,0,0,8.1,0,8.1
1157,WF,WF-1,Nashik,0 3624.9,0,3624.9,0 3047.0 0,3047.0,762,3809.0,0 855.6 0,855.6,0 8.0 0,8.0,0,863.6,0,863.6
1158,WF,WF-10,Palghar,0 1892.0,0,1892.0,0 6543.0 0,6543.0,2487,9030.0,0 372.8 0,372.8,0 26.6 0,26.6,0,399.4,0,399.4
1159,WF,WF-11,Palghar,2028.3 2028.3,0,2028.3,1452.0 19743.0 0,21195.0,11305,32500.0,89.8 977.2 0,1067.1,154.3 76.7 0,231.0,244.2,1053.9,0,1298.1
1160,WF,WF-12,Palghar,2028.3 2028.3,0,2028.3,3496.0 22859.0 0,26355.0,16155,42510.0,259.6 1697.2 0,1956.8,347.0 220.0 0,567.0,606.6,1917.2,0,2523.8
1161,WF,WF-13,Palghar,2028.3 2028.3,0,2028.3,730.0 5659.0 0,6389.0,3415,9804.0,36.1 350.1 0,386.3,152.2 46.6 0,198.8,188.3,396.7,0,585.0
1162,WF,WF-14,Palghar,2436.9 2436.9,0,2436.9,2972.0 20868.0 0,23840.0,29111,52951.0,174.5 1225.4 0,1399.9,264.0 56.0 0,320.0,438.5,1281.5,0,1720.0
1163,WF,WF-15,Palghar,3612.1 3612.1,0,3612.1,296.0 17096.0 0,17392.0,21497,38889.0,22.4 1292.5 0,1314.8,32.7 106.4 0,139.1,55.1,1398.9,0,1454.0
1164,WF,WF-16,Palghar,3612.1 3612.1,0,3612.1,572.0 39863.0 0,40435.0,17900,58335.0,54.1 3767.1 0,3821.1,131.6 118.3 0,249.9,185.6,3885.4,0,4071.0
1165,WF,WF-17,Palghar,2384.8 2384.8,0,2384.8,348.0 4085.0 0,4433.0,3250,7683.0,20.3 238.2 0,258.5,73.2 11.5 0,84.7,93.5,249.7,0,343.2
1166,WF,WF-18,Palghar,1936.9 1936.9,0,1936.9,768.0 3204.0 0,3972.0,2650,6622.0,36.1 150.7 0,186.8,78.2 6.1 0,84.3,114.4,156.7,0,271.1
1167,WF,WF-19,Palghar,1936.9 1936.9,0,1936.9,3470.0 17103.0 0,20573.0,13715,34288.0,244.8 1206.5 0,1451.3,464.3 110.9 0,575.2,709.1,1317.4,0,2026.5
1168,WF,WF-2,Nashik,0 3605.9,0,3605.9,0 18117.0 0,18117.0,5813,23930.0,0 5087.3 0,5087.3,6.2 127.8 0,134.0,6.2,5215.0,0,5221.2
1169,WF,WF-20,Palghar,0 1936.9,0,1936.9,0 6450.0 0,6450.0,7724,14174.0,0 309.4 0,309.4,0 74.3 0,74.3,0,383.7,0,383.7
1170,WF,WF-21,Palghar,1936.8 1936.9,0,1936.9,1521.0 10581.0 0,12102.0,7529,19631.0,71.5 622.0 0,693.6,305.9 29.2 0,335.0,377.4,651.2,0,1028.6
1171,WF,WF-22,Palghar,0 2837.3,0,2837.3,0 9750.0 0,9750.0,3253,13003.0,0 670.6 0,670.6,0.4 25.6 0,26.1,0.4,696.2,0,696.7
1172,WF,WF-23,Palghar,0 2837.3,0,2837.3,0 7198.0 0,7198.0,16796,23994.0,0 495.1 0,495.1,0 24.1 0,24.1,0,519.1,0,519.1
1173,WF,WF-24A,Thane,0 2651.6,0,2651.6,0 4155.0 0,4155.0,12589,16744.0,0 266.6 0,266.6,0 26.5 0,26.5,0,293.1,0,293.1
1174,WF,WF-24B,Palghar,0 2837.3,0,2837.3,0 7717.0 0,7717.0,18883,26600.0,0 530.8 0,530.8,0 51.6 0,51.6,0,582.3,0,582.3
1175,WF,WF-25,Palghar,0 2028.7,0,2028.7,0 5525.0 0,5525.0,4846,10371.0,0 365.7 0,365.7,0 44.2 0,44.2,0,409.8,0,409.8
1176,WF,WF-26,Palghar,2028.7 2028.7,0,2028.7,523.0 10637.0 0,11160.0,6180,17340.0,31.7 515.4 0,547.1,250.2 21.0 0,271.2,281.9,536.4,0,818.3
1177,WF,WF-27A,Thane,2516.3 2516.3,0,2516.3,113.0 4025.0 0,4138.0,4375,8513.0,8.6 244.5 0,253.1,36.7 69.4 0,106.1,45.2,313.9,0,359.2
1178,WF,WF-27B,Palghar,0 2028.7,0,2028.7,0 5486.0 0,5486.0,1875,7361.0,0 265.8 0,265.8,0 15.9 0,15.9,0,281.8,0,281.8
1179,WF,WF-28A,Thane,0 2651.6,0,2651.6,0 19566.0 0,19566.0,7582,27148.0,0 1569.1 0,1569.1,0 64.2 0,64.2,0,1633.3,0,1633.3
1180,WF,WF-28B,Palghar,2837.3 2837.3,0,2837.3,260.0 7346.0 0,7606.0,3249,10855.0,22.4 505.3 0,527.6,0 41.6 0,41.6,22.4,546.9,0,569.2
1181,WF,WF-29A,Thane,0 2516.3,0,2516.3,0 19429.0 0,19429.0,12344,31773.0,0 1180.4 0,1180.4,0.2 160.6 0,160.8,0.2,1341.0,0,1341.2
1182,WF,WF-29B,Palghar,0 2028.7,0,2028.7,0 15266.0 0,15266.0,5291,20557.0,0 739.7 0,739.7,0 85.2 0,85.2,0,824.9,0,824.9
1183,WF,WF-3,Nashik,0 1611.2,0,1611.2,0 17085.0 0,17085.0,5560,22645.0,0 2435.1 0,2435.1,0 96.8 0,96.8,0,2532.0,0,2532.0
1184,WF,WF-30,Thane,2651.6 2651.6,0,2651.6,7991.0 32627.0 0,40618.0,56000,96618.0,512.7 2093.2 0,2605.8,1033.4 107.9 0,1141.4,1546.1,2201.1,0,3747.2
1185,WF,WF-31,Thane,0 2516.3,0,2516.3,0 8528.0 0,8528.0,3061,11589.0,0 518.1 0,518.1,0 66.9 0,66.9,0,585.0,0,585.0
1186,WF,WF-32,Thane,0 2455.2,0,2455.2,0 14536.0 0,14536.0,4847,19383.0,0 862.5 0,862.5,0 113.7 0,113.7,0,976.2,0,976.2
1187,WF,WF-33,Thane,2545.2 2545.2,0,2545.2,286.0 15796.0 0,16082.0,10750,26832.0,17.6 973.1 0,990.7,76.7 81.1 0,157.8,94.3,1054.1,0,1148.5
1188,WF,WF-34,Thane,2431.8 2431.8,0,2431.8,196.0 19653.0 0,19849.0,32150,51999.0,11.4 1147.6 0,1159.0,47.9 82.1 0,130.0,59.3,1229.7,0,1289.0
1189,WF,WF-35,Thane,2431.8 2431.8,0,2431.8,914.0 22278.0 0,23192.0,8800,31992.0,53.4 1300.9 0,1354.2,147.6 99.6 0,247.2,200.9,1400.5,0,1601.4
1190,WF,WF-36,Thane,0 2569.1,0,2569.1,0 8295.0 0,8295.0,4452,12747.0,0 513.6 0,513.6,0 16.1 0,16.1,0,529.6,0,529.6
1191,WF,WF-36 A,Thane,0 2569.1,0,2569.1,0 9472.0 0,9472.0,9000,18472.0,0 586.4 0,586.4,0 13.2 0,13.2,0,599.6,0,599.6
1192,WF,WF-37,Thane,2455.2 2455.2,0,2455.2,512.0 9954.0 0,10466.0,10493,20959.0,38.0 590.6 0,628.6,56.8 68.3 0,125.1,94.8,658.9,0,753.6
1193,WF,WF-37,Raigad,0 3278.0,0,3278.0,0 2160.0 0,2160.0,3631,5791.0,0 204.1 0,204.1,83.7 14.5 0,98.2,83.7,218.6,0,302.3
1194,WF,WF-38,Pune,713.6 713.6,713.6,713.6,0 338.7 0,338.7,1082,1421.0,0 27.2 0,27.2,0 8.2 0,8.2,0,35.3,0,35.3
1195,WF,WF-38,Thane,2488.5 2431.8,0,2433.3,481.0 18030.0 0,18511.0,28264,46775.0,28.9 1264.7 0,1293.6,97.0 40.9 0,137.9,125.8,1305.6,0,1431.5
1196,WF,WF-39,Thane,0 2455.2,0,2455.2,0 16610.0 0,16610.0,11500,28110.0,0 985.5 0,985.5,0 16.3 0,16.3,0,1001.9,0,1001.9
S.no,Basin,Watershed,District,Rainfall (mm),,,Total Geographical Area (ha),,,,Ground Water Recharge (ham),,,,,,,
"",,,,,,,Recharge Worthy Area (ha),,Hilly Area,Total,Rainfall Recharge,,Recharge from other sorces,,Total,,,
"",,,,C NC,PQ,Total,C NC PQ,Total,,,C NC PQ,Total,C NC PQ,Total,C,NC,PQ,Total
1197,WF,WF-39,Raigad,3219.8 0.0,0,105.7,336.0 9899.0 0,10235.0,10990,21225.0,31.8 0 0,31.8,255.9 16.8 0,272.7,287.7,16.8,0,304.5
1198,WF,WF-4,Nashik,0 2408.8,0,2408.8,0 7679.0 0,7679.0,2605,10284.0,0 1667.8 0,1667.8,14.8 51.1 0,65.9,14.8,1718.9,0,1733.6
1199,WF,WF-40,Raigad,0 3223.2,0,3194.9,274.0 30927.0 0,31201.0,13359,44560.0,0 2338.1 0,2338.1,83.6 115.0 0,198.6,83.6,2453.1,0,2536.7
1200,WF,WF-41,Pune,1118.5 1118.5,1118.5,1118.5,0 4425.8 0,4425.8,6764,11190.0,0 569.1 0,569.1,0 9.1 0,9.1,0,578.2,0,578.2
1201,WF,WF-41,Raigad,3219.8 3219.8,0,3219.8,2142.0 23602.0 0,25744.0,16832,42576.0,161.9 1784.3 0,1946.3,401.4 27.4 0,428.8,563.3,1811.8,0,2375.1
1202,WF,WF-42,Raigad,0 3075.9,0,3075.9,0 15150.0 0,15150.0,9447,24597.0,0 2127.1 0,2127.1,0 24.1 0,24.1,0,2151.2,0,2151.2
1203,WF,WF-43,Raigad,3074.3 3074.3,0,3074.3,868.0 34536.0 0,35404.0,27656,63060.0,121.9 4848.9 0,4970.7,172.8 65.2 0,238.0,294.7,4914.0,0,5208.7
1204,WF,WF-44,Raigad,0 3072.8,0,3023.3,226.0 13816.0 0,14042.0,9820,23862.0,0 1939.8 0,1939.8,24.2 13.6 0,37.8,24.2,1953.4,0,1977.5
1205,WF,WF-45,Pune,1484.1 1484.1,1484.1,1484.1,0 489.0 0,489.0,716,1205.0,0 84.2 0,84.2,0 6.1 0,6.1,0,90.3,0,90.3
1206,WF,WF-45,Raigad,0 3038.9,0,2959.6,1130.0 42184.0 0,43314.0,49822,93136.0,0 3189.1 0,3189.1,140.4 91.2 0,231.6,140.4,3280.3,0,3420.7
1207,WF,WF-46,Raigad,0 2823.8,0,2823.8,0 15895.0 0,15895.0,10766,26661.0,0 2100.6 0,2100.6,46.5 233.7 0,280.3,46.5,2334.3,0,2380.9
1208,WF,WF-47,Pune,1484.1 1484.1,1484.1,1484.1,0 1732.2 0,1732.2,5359,7091.0,0 298.3 0,298.3,0 3.7 0,3.7,0,302.0,0,302.0
1209,WF,WF-47,Raigad,3040.8 3040.8,0,3040.8,3323.0 49792.0 0,53115.0,16762,69877.0,251.2 3764.3 0,4015.5,2671.8 78.3 0,2750.1,2923.1,3842.6,0,6765.6
1210,WF,WF-48,Raigad,3063.5 3063.5,0,3063.5,469.0 31334.0 0,31803.0,50318,82121.0,44.3 2368.9 0,2413.2,137.9 247.4 0,385.4,182.3,2616.3,0,2798.5
1211,WF,WF-49,Raigad,3296.5 3296.5,0,3296.5,5583.0 40284.0 0,45867.0,22975,68842.0,422.1 3045.5 0,3467.5,29.0 24.3 0,53.4,451.1,3069.8,0,3520.9
1212,WF,WF-5,Nashik,2410.1 2410.1,0,2410.1,340.0 15825.0 0,16165.0,5440,21605.0,92.3 3436.7 0,3529.0,264.6 69.9 0,334.4,356.9,3506.6,0,3863.5
1213,WF,WF-50,Raigad,3083.4 3083.4,0,3083.4,298.0 14478.0 0,14776.0,15909,30685.0,22.5 1094.5 0,1117.1,236.8 117.2 0,353.9,259.3,1211.7,0,1471.0
1214,WF,WF-51,Raigad,3659.4 3659.4,0,3659.4,377.0 7746.0 0,8123.0,19196,27319.0,35.6 585.6 0,621.2,19.5 9.5 0,29.0,55.1,595.1,0,650.2
1215,WF,WF-51,Pune,2722.8 2722.8,2722.8,2722.8,0 2698.2 0,2698.2,4047,6745.0,0 848.6 0,848.6,0 8.3 0,8.3,0,857.0,0,857.0
1216,WF,WF-52,Raigad,3659.4 3659.4,0,3659.4,110.0 9197.0 0,9307.0,16259,25566.0,8.3 695.3 0,703.6,67.3 19.8 0,87.1,75.6,715.1,0,790.7
1217,WF,WF-53,Raigad,3713.2 3713.2,0,3713.2,158.0 16714.0 0,16872.0,45145,62017.0,11.9 1263.6 0,1275.5,29.3 12.2 0,41.4,41.2,1275.7,0,1316.9
1218,WF,WF-54,Ratnagiri,0 3911.6,0,3911.6,0 13300.0 0,13300.0,6692,19992.0,0 1005.5 0,1005.5,0 31.3 0,31.3,0,1036.8,0,1036.8
1219,WF,WF-54,Raigad,0 3659.4,0,3659.4,0 1751.0 0,1751.0,1554,3305.0,0 245.8 0,245.8,0 5.0 0,5.0,0,250.9,0,250.9
1220,WF,WF-55,Ratnagiri,0 3911.6,0,3911.6,0 16600.0 0,16600.0,10728,27328.0,0 1255.0 0,1255.0,0 63.4 0,63.4,0,1318.4,0,1318.4
1221,WF,WF-56,Ratnagiri,3383.4 3383.4,0,3383.4,404.0 16315.0 0,16719.0,21668,38387.0,30.5 1233.4 0,1264.0,119.3 99.2 0,218.5,149.8,1332.6,0,1482.4
1222,WF,WF-57,Ratnagiri,3535.0 3535.0,0,3535.0,364.0 20189.0 0,20553.0,11222,31775.0,27.5 1526.3 0,1553.8,9.6 56.4 0,66.0,37.1,1582.7,0,1619.8
1223,WF,WF-58,Ratnagiri,3535.0 3535.0,0,3535.0,2050.0 34073.0 0,36123.0,11186,47309.0,155.0 2575.9 0,2730.9,42.9 43.1 0,86.0,197.9,2619.0,0,2816.9
1224,WF,WF-59,Ratnagiri,0 3383.4,0,3383.4,0 21573.0 0,21573.0,19131,40704.0,0 1630.9 0,1630.9,0.4 99.9 0,100.4,0.4,1730.8,0,1731.3
1225,WF,WF-6,Nashik,2411.4 2411.4,0,2411.4,480.0 20778.0 0,21258.0,6809,28067.0,104.2 4512.1 0,4616.4,399.5 200.3 0,599.8,503.7,4712.4,0,5216.1
1226,WF,WF-60,Ratnagiri,0 2656.3,0,2656.3,0 26319.0 0,26319.0,9741,36060.0,0 1644.4 0,1644.4,0 149.2 0,149.2,0,1793.6,0,1793.6
1227,WF,WF-61,Ratnagiri,3665.6 3665.6,0,3665.6,824.0 48427.0 0,49251.0,20925,70176.0,62.3 3661.1 0,3723.4,224.6 45.5 0,270.1,286.9,3706.6,0,3993.5
1228,WF,WF-62,Ratnagiri,0 3665.6,0,3665.6,0 34288.0 0,34288.0,16554,50842.0,0 2592.2 0,2592.2,0 133.7 0,133.7,0,2725.8,0,2725.8
1229,WF,WF-63,Ratnagiri,0 2656.3,0,2656.3,0 21192.0 0,21192.0,7485,28677.0,0 1324.0 0,1324.0,0 138.5 0,138.5,0,1462.5,0,1462.5
1230,WF,WF-64,Ratnagiri,3665.6 3665.6,0,3665.6,404.0 22570.0 0,22974.0,9333,32307.0,30.5 1706.3 0,1736.8,30.3 30.7 0,61.1,60.9,1737.0,0,1797.9
1231,WF,WF-65,Ratnagiri,0 2767.2,0,2767.2,0 13665.0 0,13665.0,10740,24405.0,0 1298.4 0,1298.4,0 80.9 0,80.9,0,1379.3,0,1379.3
1232,WF,WF-66,Ratnagiri,0 2767.2,0,2767.2,0 15816.0 0,15816.0,10121,25937.0,0 1001.9 0,1001.9,0 144.7 0,144.7,0,1146.6,0,1146.6
1233,WF,WF-67,Ratnagiri,3856.5 3856.5,0,3856.5,227.0 18912.0 0,19139.0,25431,44570.0,17.2 1429.8 0,1446.9,14.6 57.3 0,71.9,31.8,1487.1,0,1518.9
1234,WF,WF-68,Ratnagiri,2767.2 2767.2,0,2767.2,220.0 29707.0 0,29927.0,27169,57096.0,17.4 1881.8 0,1899.2,53.4 84.8 0,138.2,70.8,1966.5,0,2037.4
1235,WF,WF-69,Ratnagiri,3856.5 3856.5,0,3856.5,184.0 36974.0 0,37158.0,14093,51251.0,13.9 2795.2 0,2809.1,7.6 38.8 0,46.4,21.5,2834.0,0,2855.5
1236,WF,WF-69 A,Ratnagiri,0 3856.5,0,3856.5,0 699.0 0,699.0,1631,2330.0,0 52.8 0,52.8,0 4.8 0,4.8,0,57.6,0,57.6
1237,WF,WF-7,Palghar,2436.9 2436.9,0,2436.9,1472.0 10037.0 0,11509.0,24920,36429.0,86.4 589.4 0,675.8,284.7 65.5 0,350.2,371.2,654.9,0,1026.0
1238,WF,WF-7,Nashik,1736.7 1736.7,0,1736.7,234.0 43262.0 0,43496.0,10197,53693.0,35.9 6628.3 0,6664.2,95.5 327.9 0,423.4,131.4,6956.2,0,7087.6
1239,WF,WF-70,Ratnagiri,3929.5 3929.5,0,3929.5,849.0 45090.0 0,45939.0,40048,85987.0,64.5 3427.0 0,3491.5,260.7 75.2 0,336.0,325.2,3502.2,0,3827.4
1240,WF,WF-71,Ratnagiri,3405.7 3405.7,0,3405.7,721.0 47561.0 0,48282.0,23376,71658.0,54.5 4494.5 0,4549.0,110.1 99.9 0,210.0,164.6,4594.4,0,4759.0
1241,WF,WF-72,Ratnagiri,0 3405.7,0,3405.7,0 21790.0 0,21790.0,12219,34009.0,0 1647.3 0,1647.3,0 69.6 0,69.6,0,1716.9,0,1716.9
1242,WF,WF-72,Sindhudurg,0 3695.2,0,3695.2,0 24689.8 0,24689.8,39089,63778.8,0 1894.2 0,1894.2,0 191.7 0,191.7,0,2085.9,0,2085.9
1243,WF,WF-73,Sindhudurg,0 3333.6,0,3333.6,0 28167.2 0,28167.2,21499,49665.9,0 2129.4 0,2129.4,0 224.1 0,224.1,0,2353.5,0,2353.5
1244,WF,WF-74,Sindhudurg,0 2423.6,0,2423.6,0 17924.5 0,17924.5,4694,22618.8,0 1381.5 0,1381.5,0 94.4 0,94.4,0,1475.8,0,1475.8
1245,WF,WF-75,Sindhudurg,0 2423.6,0,2423.6,0 15977.6 0,15977.6,12362,28340.1,0 1087.8 0,1087.8,0 97.3 0,97.3,0,1185.1,0,1185.1
1246,WF,WF-76,Sindhudurg,3881.9 3881.9,0,3881.9,284.0 61795.8 0,62079.8,34140,96219.5,24.5 5339.2 0,5363.7,47.2 361.6 0,408.7,71.7,5700.7,0,5772.4
1247,WF,WF-77,Sindhudurg,3315.1 3315.1,0,3315.1,1546.6 45251.4 0,46798.0,39553,86351.3,133.6 3909.7 0,4043.3,239.0 459.5 0,698.5,372.6,4369.2,0,4741.8
1248,WF,WF-78,Sindhudurg,0 2873.1,0,2873.1,0 30259.7 0,30259.7,4220,34480.2,0 2308.2 0,2308.2,0 295.5 0,295.5,0,2603.6,0,2603.6
1249,WF,WF-79,Sindhudurg,4061.2 4061.2,0,4061.2,306.0 32894.4 0,33200.4,37769,70969.3,16.5 1423.2 0,1439.7,107.1 212.5 0,319.6,123.6,1635.7,0,1759.3
1250,WF,WF-79 A,Sindhudurg,4061.2 4061.2,0,4061.2,124.0 8507.8 0,8631.8,5404,14035.8,11.7 644.1 0,655.9,17.9 11.3 0,29.2,29.6,655.4,0,685.0
1251,WF,WF-8,Palghar,0 3612.1,0,3612.1,0 1475.0 0,1475.0,2456,3931.0,0 111.5 0,111.5,0 7.4 0,7.4,0,118.9,0,118.9
1252,WF,WF-8,Nashik,1952.2 1952.2,0,1952.2,134.0 22323.0 0,22457.0,7485,29942.0,23.1 3851.0 0,3874.1,50.0 253.9 0,303.9,73.1,4104.9,0,4178.0
1253,WF,WF-80,Kolhapur,0 2655.1,0,2655.1,0 13652.0 0,13652.0,7500,21152.0,0 1725.1 0,1725.1,0 184.6 0,184.6,0,1909.7,0,1909.7
1254,WF,WF-80,Sindhudurg,0 4061.2,0,4061.2,0 8261.6 0,8261.6,38323,46584.9,0 447.7 0,447.7,0 74.4 0,74.4,0,522.1,0,522.1
1255,WF,WF-81,Sindhudurg,0 4061.2,0,4061.2,0 3314.9 0,3314.9,4341,7655.5,0 143.4 0,143.4,0 14.9 0,14.9,0,158.3,0,158.3
1256,WF,WF-9,Nashik,0 1952.2,0,1952.2,0 10256.0 0,10256.0,3261,13517.0,0 1769.3 0,1769.3,7.5 179.5 0,187.0,7.5,1948.8,0,1956.3
1257,WF,WF-9,Palghar,0 2028.3,0,2028.3,0 3715.0 0,3715.0,5573,9288.0,0 183.9 0,183.9,0 9.7 0,9.7,0,193.6,0,193.6
1258,WG,WG-0,Nagpur,0 1274.3,0,1274.3,0 9901.0 0,9901.0,521,10422.0,0 966.2 0,966.2,0 194.8 0,194.8,0,1161.1,0,1161.1
1259,WG,WG-1,Gondia,1406.5 1406.5,0,1406.5,8741.8 26171.2 0,34913.0,1352,36265.0,707.3 2355.8 0,3063.1,1230.5 90.9 0,1321.4,1937.7,2446.8,0,4384.5
1260,WG,WG-10,Bhandara,1376.3 1376.3,0,1376.3,4120.0 18370.0 0,22490.0,800,23290.0,218.8 1417.3 0,1636.1,562.9 412.1 0,975.0,781.7,1829.4,0,2611.1
1261,WG,WG-11,Bhandara,1395.1 1395.1,0,1395.1,467.0 15570.0 0,16037.0,0,16037.0,41.7 1658.8 0,1700.5,2260.6 833.9 0,3094.6,2302.3,2492.7,0,4795.1
1262,WG,WG-12,Bhandara,1395.1 1395.1,0,1395.1,255.0 22425.0 0,22680.0,0,22680.0,17.1 1791.8 0,1808.9,90.9 339.4 0,430.3,107.9,2131.3,0,2239.2
1263,WG,WG-13,Gadchiroli,1239.5 0.0,0,1239.5,12426.0 0.0 0,12426.0,0,12426.0,983.4 0 0,983.4,2272.5 8.2 0,2280.8,3255.9,8.2,0,3264.2
1264,WG,WG-14,Chandrapur,0 1407.2,0,1407.2,0 8585.0 0,8585.0,0,8585.0,0 1159.8 0,1159.8,0 85.2 0,85.2,0,1245.0,0,1245.0
1265,WG,WG-15,Chandrapur,0 1407.2,0,1407.2,0 30370.0 0,30370.0,0,30370.0,0 2460.1 0,2460.1,0 171.6 0,171.6,0,2631.8,0,2631.8
1266,WG,WG-16,Chandrapur,0 1407.2,0,1407.2,0 25560.0 0,25560.0,0,25560.0,0 2760.7 0,2760.7,0 146.3 0,146.3,0,2907.0,0,2907.0
1267,WG,WG-17,Chandrapur,1232.4 1232.4,0,1232.4,20926.0 8092.0 0,29018.0,0,29018.0,1329.7 762.3 0,2092.0,3159.2 26.6 0,3185.8,4488.9,788.9,0,5277.8
1268,WG,WG-18,Chandrapur,1232.4 1232.4,0,1232.4,4047.0 539.0 0,4586.0,0,4586.0,381.3 50.8 0,432.0,152.5 10.3 0,162.8,533.8,61.0,0,594.8
1269,WG,WG-19,Gadchiroli,1004.5 1004.5,0,1004.5,3004.0 22479.0 0,25483.0,0,25483.0,237.1 1950.9 0,2188.1,240.5 118.9 0,359.4,477.7,2069.8,0,2547.5
1270,WG,WG-2,Gondia,1282.3 1282.3,0,1282.3,5632.2 11855.8 0,17488.0,0,17488.0,462.2 973.0 0,1435.2,1678.3 41.9 0,1720.3,2140.6,1014.9,0,3155.5
1271,WG,WG-20,Chandrapur,0 1281.0,0,1281.0,0 8453.0 0,8453.0,0,8453.0,0 828.8 0,828.8,0 57.9 0,57.9,0,886.7,0,886.7
1272,WG,WG-21,Gadchiroli,0 1004.5,0,1004.5,0 26199.7 0,26199.7,810,27010.0,0 2273.8 0,2273.8,0 373.7 0,373.7,0,2647.5,0,2647.5
1273,WG,WG-3,Gondia,1282.3 1282.3,0,1282.3,6503.4 18874.6 0,25378.0,16500,41878.0,428.8 1549.0 0,1977.7,1284.9 204.3 0,1489.2,1713.6,1753.3,0,3466.9
1274,WG,WG-4,Gondia,1282.3 1282.3,0,1282.3,348.9 3532.1 0,3881.0,4050,7931.0,28.6 299.4 0,328.0,269.5 1.3 0,270.8,298.1,300.6,0,598.8
1275,WG,WG-5,Bhandara,1377.3 1377.3,0,1377.3,22871.0 8500.0 0,31371.0,2361,33732.0,1444.9 451.8 0,1896.8,2083.2 337.5 0,2420.7,3528.2,789.3,0,4317.5
1276,WG,WG-6,Bhandara,1377.3 1377.3,0,1377.3,1255.7 8068.8 0,9324.5,0,9324.5,83.0 638.0 0,721.0,680.0 207.7 0,887.8,763.1,845.7,0,1608.7
1277,WG,WG-7 A,Gondia,1282.3 1282.3,0,1282.3,5358.7 752.5 0,6111.3,1500,7611.3,353.3 61.8 0,415.1,378.9 0.4 0,379.3,732.2,62.2,0,794.4
1278,WG,WG-7 B,Bhandara,1376.3 1376.3,0,1376.3,4202.0 8577.0 0,12779.0,660,13439.0,332.1 487.9 0,819.9,255.0 272.4 0,527.5,587.1,760.3,0,1347.4
1279,WG,WG-8,Bhandara,1376.3 1376.3,0,1376.3,1979.0 19481.0 0,21460.0,1000,22460.0,105.1 1539.4 0,1644.5,237.6 557.3 0,794.9,342.7,2096.7,0,2439.4
1280,WG,WG-9,Nagpur,1223.2 0.0,0,1223.2,14597.0 0.0 0,14597.0,769,15366.0,921.6 0 0,921.6,882.6 0.0 0,882.6,1804.3,0,0,1804.3
1281,WG,WG-9,Bhandara,1376.3 1376.3,0,1376.3,6178.0 9335.0 0,15513.0,400,15913.0,408.1 737.7 0,1145.8,2138.2 74.6 0,2212.7,2546.3,812.2,0,3358.5
1282,WGA,WGA-1,Chandrapur,0 1281.0,0,1281.0,0 23607.0 0,23607.0,0,23607.0,0 2314.7 0,2314.7,0 120.5 0,120.5,0,2435.2,0,2435.2
S.no,Basin,Watershed,District,Rainfall (mm),,,Total Geographical Area (ha),,,,Ground Water Recharge (ham),,,,,,,
"",,,,,,,Recharge Worthy Area (ha),,Hilly Area,Total,Rainfall Recharge,,Recharge from other sorces,,Total,,,
"",,,,C NC,PQ,Total,C NC PQ,Total,,,C NC PQ,Total,C NC PQ,Total,C,NC,PQ,Total
1283,WGA,WGA-1,Nagpur,1274.3 1274.3,0,1274.3,3375.0 40814.0 0,44189.0,4909,49098.0,313.9 3280.2 0,3594.1,267.8 609.7 0,877.4,581.7,3889.9,0,4471.5
1284,WGA,WGA-2,Chandrapur,0 1281.0,0,1281.0,0 33172.0 0,33172.0,335,33507.0,0 4878.8 0,4878.8,0 138.2 0,138.2,0,5016.9,0,5016.9
1285,WGA,WGA-2,Nagpur,1274.3 1274.3,0,1274.3,3079.0 7124.0 0,10203.0,2550,12753.0,176.5 608.3 0,784.8,114.0 44.9 0,158.8,290.5,653.2,0,943.6
1286,WGA,WGA-3,Nagpur,1274.3 1274.3,0,1274.3,138.0 3769.0 0,3907.0,1674,5581.0,9.9 216.1 0,225.9,115.6 61.4 0,177.1,125.5,277.5,0,403.0
1287,WGA,WGA-3,Chandrapur,1281.0 1281.0,0,1281.0,1358.0 10089.0 0,11447.0,0,11447.0,103.4 989.2 0,1092.6,231.0 42.4 0,273.4,334.4,1031.7,0,1366.0
1288,WGA,WGA-4,Chandrapur,0 1272.8,0,1272.8,0 21340.0 0,21340.0,5614,26954.0,0 2080.6 0,2080.6,0 57.7 0,57.7,0,2138.3,0,2138.3
1289,WGA,WGA-4,Nagpur,1274.3 1274.3,0,1274.3,1303.0 8114.0 0,9417.0,4035,13452.0,106.3 791.8 0,898.1,50.0 81.7 0,131.7,156.2,873.6,0,1029.8
1290,WGA,WGA-5,Chandrapur,0 1191.6,0,1191.6,0 22696.0 0,22696.0,0,22696.0,0 1550.6 0,1550.6,0 14.6 0,14.6,0,1565.1,0,1565.1
1291,WGA,WGA-6,Chandrapur,0 1191.6,0,1191.6,0 15980.0 0,15980.0,0,15980.0,0 1091.7 0,1091.7,0 2.5 0,2.5,0,1094.2,0,1094.2
1292,WGAM,WGAM-1,Chandrapur,1232.4 1232.4,0,1232.4,2431.0 2774.0 0,5205.0,0,5205.0,207.2 218.8 0,426.0,251.0 8.0 0,259.0,458.2,226.8,0,685.0
